FECHA,O3,UV_MAX,PP
2022-02-27,242.0,11.0,7.4
2022-02-28,244.9,13.0,0.0
2022-03-01,245.3,10.333333333333334,3.4
2022-03-02,244.6,13.666666666666668,2.4
2022-03-03,242.3,9.666666666666666,1.4
2022-03-04,242.0,9.333333333333334,6.0
2022-03-05,243.6,13.666666666666668,6.2
2022-03-06,243.3,11.0,0.0
2022-03-07,242.2,15.333333333333332,5.6
2022-03-08,243.7,12.0,0.8
2022-03-09,243.8,14.0,6.4
2022-03-10,244.6,13.0,4.8
2022-03-11,243.0,12.666666666666666,4.6
2022-03-12,246.3,11.666666666666666,18.8
2022-03-13,242.3,12.333333333333334,12.6
2022-03-14,245.9,13.666666666666668,13.6
2022-03-15,244.6,13.666666666666668,8.2
2022-03-16,246.1,14.0,0.6000000000000001
2022-03-17,244.1,11.0,0.0
2022-03-18,246.9,10.333333333333334,0.0
2022-03-19,246.4,11.666666666666666,1.4
2022-03-20,243.1,11.0,9.6
2022-03-21,244.6,13.0,10.8
2022-03-22,245.3,11.666666666666666,8.8
2022-03-23,241.1,12.666666666666666,0.20000000000000018
2022-03-24,243.4,11.666666666666666,7.6
2022-03-25,245.1,13.0,11.2
2022-03-26,245.6,12.666666666666666,1.4
2022-03-27,244.2,10.333333333333332,4.6
2022-03-28,244.4,15.666666666666666,8.8
2022-03-29,243.9,11.0,12.8
2022-03-30,244.3,10.666666666666666,6.6
2022-03-31,244.1,9.0,10.8
